"","Var1","Freq"
"1","2010-09",1.53846153846154
"2","2010-10",0.525
"3","2010-11",1.33333333333333
"4","2010-12",1.03571428571429
"5","2011-01",1.79310344827586
"6","2011-02",0.826923076923077
"7","2011-03",1.06976744186047
"8","2011-04",0.847826086956522
"9","2011-05",0.846153846153846
"10","2011-06",0.878787878787879
"11","2011-07",1.58620689655172
"12","2011-08",1.1304347826087
"13","2011-09",0.673076923076923
"14","2011-10",2.42857142857143
"15","2011-11",0.905882352941176
"16","2011-12",0.727272727272727
"17","2012-01",1.33928571428571
"18","2012-02",0.733333333333333
"19","2012-03",2.03636363636364
"20","2012-04",0.526785714285714
"21","2012-05",0.661016949152542
"22","2012-06",1.1025641025641
"23","2012-07",1.13953488372093
"24","2012-08",0.795918367346939
"25","2012-09",1.07692307692308
"26","2012-10",1.45238095238095
"27","2012-11",1.01639344262295
"28","2012-12",1.80645161290323
"29","2013-01",0.491071428571429
"30","2013-02",1.01818181818182
"31","2013-03",1.35714285714286
"32","2013-04",0.513157894736842
"33","2013-05",1
"34","2013-06",0.82051282051282
"35","2013-07",0.875
"36","2013-08",1.53571428571429
"37","2013-09",1.41860465116279
"38","2013-10",0.721311475409836
"39","2013-11",1.09090909090909
"40","2013-12",1.08333333333333
"41","2014-01",0.884615384615385
"42","2014-02",0.760869565217391
"43","2014-03",1.14285714285714
"44","2014-04",0.9
"45","2014-05",1.11111111111111
"46","2014-06",0.95
"47","2014-07",0.815789473684211
"48","2014-08",1
"49","2014-09",1.87096774193548
"50","2014-10",1.01724137931034
"51","2014-11",0.88135593220339
"52","2014-12",1.25
"53","2015-01",0.784615384615385
"54","2015-02",0.96078431372549
"55","2015-03",0.979591836734694
"56","2015-04",0.979166666666667
"57","2015-05",0.851063829787234
"58","2015-06",1.025
"59","2015-07",2.51219512195122
"60","2015-08",0.689320388349515
"61","2015-09",0.985915492957746
"62","2015-10",0.885714285714286
"63","2015-11",0.645161290322581
"64","2015-12",1.275
"65","2016-01",0.686274509803922
"66","2016-02",1.11428571428571
"67","2016-03",0.923076923076923
"68","2016-04",1.08333333333333
"69","2016-05",1.05128205128205
"70","2016-06",0.829268292682927
"71","2016-07",1.05882352941176
"72","2016-08",1
"73","2016-09",1.72222222222222
"74","2016-10",0.532258064516129
"75","2016-11",1.27272727272727
"76","2016-12",0.80952380952381
"77","2017-01",0.882352941176471
"78","2017-02",1.06666666666667
"79","2017-03",1.15625
"80","2017-04",1.16216216216216
"81","2017-05",0.604651162790698
"82","2017-06",1.34615384615385
"83","2017-07",0.6
"84","2017-08",1.52380952380952
"85","2017-09",1.0625
"86","2017-10",1.41176470588235
"87","2017-11",0.645833333333333
"88","2017-12",0.645161290322581
"89","2018-01",0.8
"90","2018-02",1.3125
"91","2018-03",1.76190476190476
"92","2018-04",0.891891891891892
"93","2018-05",0.818181818181818
"94","2018-06",0.814814814814815
"95","2018-07",1.31818181818182
"96","2018-08",0.655172413793103
"97","2018-09",0.789473684210526
"98","2018-10",1.13333333333333
"99","2018-11",1.35294117647059
"100","2018-12",1
"101","2019-01",0.91304347826087
"102","2019-02",1.14285714285714
"103","2019-03",0.166666666666667
