"","Var1","Freq"
"1","2010-09",1.27777777777778
"2","2010-10",0.739130434782609
"3","2010-11",1.23529411764706
"4","2010-12",1.04761904761905
"5","2011-01",1.77272727272727
"6","2011-02",1.23076923076923
"7","2011-03",1.125
"8","2011-04",0.944444444444444
"9","2011-05",1.17647058823529
"10","2011-06",0.983333333333333
"11","2011-07",1.11864406779661
"12","2011-08",1.36363636363636
"13","2011-09",0.9
"14","2011-10",0.839506172839506
"15","2011-11",0.838235294117647
"16","2011-12",1.24561403508772
"17","2012-01",1.1830985915493
"18","2012-02",0.928571428571429
"19","2012-03",1.51282051282051
"20","2012-04",0.669491525423729
"21","2012-05",0.79746835443038
"22","2012-06",1.6984126984127
"23","2012-07",1.14018691588785
"24","2012-08",1.0327868852459
"25","2012-09",0.76984126984127
"26","2012-10",1.01030927835052
"27","2012-11",1.11224489795918
"28","2012-12",1.01834862385321
"29","2013-01",0.783783783783784
"30","2013-02",0.96551724137931
"31","2013-03",1.27380952380952
"32","2013-04",0.710280373831776
"33","2013-05",0.960526315789474
"34","2013-06",1.16438356164384
"35","2013-07",1.11764705882353
"36","2013-08",0.842105263157895
"37","2013-09",1.0625
"38","2013-10",1.28235294117647
"39","2013-11",0.825688073394495
"40","2013-12",1.35555555555556
"41","2014-01",0.983606557377049
"42","2014-02",1.05833333333333
"43","2014-03",0.937007874015748
"44","2014-04",0.865546218487395
"45","2014-05",0.980582524271845
"46","2014-06",1.14851485148515
"47","2014-07",1.06896551724138
"48","2014-08",1.03225806451613
"49","2014-09",0.875
"50","2014-10",1.74107142857143
"51","2014-11",0.769230769230769
"52","2014-12",1.05333333333333
"53","2015-01",0.949367088607595
"54","2015-02",0.78
"55","2015-03",1.12820512820513
"56","2015-04",0.863636363636364
"57","2015-05",1.05263157894737
"58","2015-06",0.908333333333333
"59","2015-07",1.05504587155963
"60","2015-08",1
"61","2015-09",0.782608695652174
"62","2015-10",1.28888888888889
"63","2015-11",0.862068965517241
"64","2015-12",1.1
"65","2016-01",0.854545454545454
"66","2016-02",1.07446808510638
"67","2016-03",1.05940594059406
"68","2016-04",0.663551401869159
"69","2016-05",1.15492957746479
"70","2016-06",1.25609756097561
"71","2016-07",0.893203883495146
"72","2016-08",0.978260869565217
"73","2016-09",1.06666666666667
"74","2016-10",0.96875
"75","2016-11",1.56989247311828
"76","2016-12",0.938356164383562
"77","2017-01",1.05839416058394
"78","2017-02",0.806896551724138
"79","2017-03",1.16239316239316
"80","2017-04",0.801470588235294
"81","2017-05",0.743119266055046
"82","2017-06",1.19753086419753
"83","2017-07",1.04123711340206
"84","2017-08",0.920792079207921
"85","2017-09",1.02150537634409
"86","2017-10",1
"87","2017-11",1.24210526315789
"88","2017-12",0.822033898305085
"89","2018-01",1.10309278350515
"90","2018-02",0.878504672897196
"91","2018-03",1.14893617021277
"92","2018-04",1.07407407407407
"93","2018-05",1.20689655172414
"94","2018-06",0.628571428571429
"95","2018-07",1.11363636363636
"96","2018-08",1.03061224489796
"97","2018-09",0.920792079207921
"98","2018-10",1.29032258064516
"99","2018-11",1.10833333333333
"100","2018-12",0.676691729323308
"101","2019-01",1.37777777777778
"102","2019-02",0.838709677419355
"103","2019-03",0.0865384615384615
